cod_empresa|alerta|sequencia|num_programa|data_programa|cod_equip|num_ordem|ies_situa|cod_item_cliente|cod_item|operacao|qtd_planej|qtd_boas|horas_necessarias|qtd_percentual|obs_alerta
12|0|06|30505|2022-10-06 09:40:11|SP-0452|12268053|2|534895810 LD|87000031780020|060 - SOLDAR PARAFUSO PROJECAO|250|0|1,25|0|
12|0|01|30506|2022-10-06 09:46:13|SP-0469|12343453|4|519000180 LD|870000323803|035 - SOLDAR PORCA|1000|479|1,158|0,479|
01|0|02|30507|2022-10-06 09:48:51|PR-0154|13947075|4|26227987 LE|100000054305|009 - ESTAMPAR EM 05 ESTAGIOS|4000|0|16|0|
01|0|02|30507|2022-10-06 09:48:51|PR-0154|13947085|4|26227995 LD|100000054306|009 - ESTAMPAR EM 05 ESTAGIOS|4000|0|16|0|
12|0|01|30508|2022-10-06 09:50:04|SP-0459|12338476|4|534183370 LE|870000322300|035 - SOLDAR PORCA|1000|0|4,167|0|
12|0|02|30509|2022-10-06 09:51:17|SP-0459|12338492|4|534183380 LD|870000322400|035 - SOLDAR PORCA|1000|0|4,167|0|
01|0|04|30511|2022-10-06 09:53:56|SP-0454|13944510|2|5159102080 LD|510003500400|035 - SOLDAR PORCA|2041|0|6,111|0|
01|0|05|30512|2022-10-06 09:54:10|SP-0454|13944515|2|5159202080      LE|510003500500|035 - SOLDAR PORCA|2042|0|6,006|0|
01|0|07|30513|2022-10-06 09:54:29|SP-0454|13942541|2|52086569 LE|100000041800|035 - SOLDAR PORCA|2200|0|6,667|0|
01|0|04|30516|2022-10-06 09:58:14|SP-0465|13950417|2|26240511|100000054802|035 - SOLDAR PORCA|550|0|2,03|0|
01|0|06|30517|2022-10-06 10:00:00|PR-0439|13942924|2|98104351|100000052400|007 - ESTAMPAR EM 03 ESTAGIOS|700|0|2,258|0|
01|0|06|30518|2022-10-06 10:05:38|PR-0447|13954576|2|FA00ADB48240|870000313602|006 - ESTAMPAR EM 02 ESTAGIOS|2500|0|9,921|0|
01|0|27|30519|2022-10-06 10:30:06|BM-0003|13945840|4|521898530|870000329700|038 - MONTAR CJ. FINAL|1500|0|25|0|
12|0|72|30520|2022-10-06 10:31:59|TK-0007|12341827|4|534895720 LE|87000031940020|036 - SOLDAR PINO|72|0|0,837|0|
12|0|79|30521|2022-10-06 10:44:25|BM-0001|12337569|2|534898310|870000318400|065 - COLAR COMPONENTE|72|0|0,6|0|
12|0|03|30522|2022-10-06 10:45:12|PR-0402|12338929|4|534980400 LD|870000326000|007 - ESTAMPAR EM 03 ESTAGIOS|800|0|4,444|0|
01|1|07|28381|2022-09-20 08:32:09|PR-0447|13770333|2|26275388 LE|100000062100|004 - ESTAMPAR CPL. PROGRESSIVA|3000|0|5|0|PEÇAS NOVA G.M
01|1|07|28381|2022-09-20 08:32:09|PR-0447|13770349|2|262753398 LD|100000062200|004 - ESTAMPAR CPL. PROGRESSIVA|3000|0|5|0|PEÇAS NOVA G.M
12|0|03|30522|2022-10-06 10:45:12|PR-0402|12338951|4|534980410 LE|870000326100|007 - ESTAMPAR EM 03 ESTAGIOS|800|0|4,444|0|
01|1|03|28317|2022-09-19 15:20:38|PR-0447|13764415|2|26296056 LD|10000006090210|004 - ESTAMPAR CPL. PROGRESSIVA|2600|0|3,467|0|PEÇAS NOVA G.M
01|1|04|28318|2022-09-19 15:21:01|PR-0447|13764425|2|26296057 LE|10000006090310|004 - ESTAMPAR CPL. PROGRESSIVA|2600|0|3,467|0|PEÇAS NOVA G.M
12|0|56|30524|2022-10-06 10:57:33|PR-0453|12343264|4|534183370 LE|87000032230010|004 - ESTAMPAR CPL. PROGRESSIVA|3042|0|4,056|0|
12|0|56|30524|2022-10-06 10:57:33|PR-0453|12343280|4|534183380 LD|87000032240010|004 - ESTAMPAR CPL. PROGRESSIVA|3042|0|4,056|0|
12|0|02|30525|2022-10-06 11:01:06|SP-0439|12338284|4|533277840 LD|870000321300|035 - SOLDAR PORCA|1200|0|5,714|0|
12|0|01|30526|2022-10-06 11:01:49|SP-0439|12338300|4|533277950 LE|870000321400|035 - SOLDAR PORCA|1200|0|5,714|0|
01|0|15|30531|2022-10-06 11:37:21|PR-0434|13946484|2|94727786|100000042201|004 - ESTAMPAR CPL. PROGRESSIVA|5000|0|2,941|0|
01|0|15|30531|2022-10-06 11:37:21|PR-0434|13946488|2|94727788|100000042301|004 - ESTAMPAR CPL. PROGRESSIVA|5000|0|2,941|0|
12|0|03|30532|2022-10-06 11:37:49|SP-0439|12342651|4|53489574 LE|870000319407|035 - SOLDAR PORCA|320|0|2,667|0|
01|1|05|28382|2022-09-20 08:38:47|PR-0443|13770625|2|26275422|100000064700|009 - ESTAMPAR EM 05 ESTAGIOS|200|0|0,444|0|PEÇAS NOVA G.M
01|0|04|30533|2022-10-06 11:38:29|PR-0437|13950161|2|98136398/94764796|10000005140110|003 - CORTAR BLANK|5000|0|2,083|0|
12|0|04|30534|2022-10-06 11:39:04|SP-0439|12347384|2|534895150|87000032820210|035 - SOLDAR PORCA|280|0|2,8|0|
01|0|04|30535|2022-10-06 11:39:26|PR-0419|13946882|2|98136398|100000051401|008 - ESTAMPAR EM 04 ESTAGIOS|2500|0|8,333|0|
01|0|04|30535|2022-10-06 11:39:26|PR-0419|13946904|2|94764796|100000051501|008 - ESTAMPAR EM 04 ESTAGIOS|2500|0|8,333|0|
12|0|05|30536|2022-10-06 11:39:39|SP-0439|12343992|2|534895150|870000328202|060 - SOLDAR PARAFUSO PROJECAO|280|0|1,4|0|
01|0|07|30537|2022-10-06 11:40:35|PR-0426|13949852|2|52120739|10000004520010|003 - CORTAR BLANK|9500|0|4,75|0|
01|0|05|30538|2022-10-06 11:41:26|PR-0412|13946619|2|52120739|100000045200|008 - ESTAMPAR EM 04 ESTAGIOS|6000|0|20|0|
01|0|05|30539|2022-10-06 11:42:22|PR-0438|13947383|2|94763873/874|10000005710010|003 - CORTAR BLANK|6000|0|4,054|0|
12|0|03|30540|2022-10-06 11:45:08|SP-0459|12338392|4|533281390 LD|870000321900|035 - SOLDAR PORCA|600|0|2,5|0|
01|0|03|30541|2022-10-06 11:45:23|PR-0442|13943133|2|94763873 LD|100000057100|009 - ESTAMPAR EM 05 ESTAGIOS|6000|0|10|0|
01|0|03|30541|2022-10-06 11:45:23|PR-0442|13943137|2|94763874 LE|100000057200|009 - ESTAMPAR EM 05 ESTAGIOS|6000|0|10|0|
01|1|06|28397|2022-09-20 09:33:31|PR-0443|13782940|2|26275389|100000065000|009 - ESTAMPAR EM 05 ESTAGIOS|2000|0|4,444|0|PEÇAS NOVA G.M
01|1|06|28397|2022-09-20 09:33:31|PR-0443|13782941|2|26275399|100000065100|009 - ESTAMPAR EM 05 ESTAGIOS|2000|0|4,444|0|PEÇAS NOVA G.M
12|0|04|30542|2022-10-06 11:46:20|SP-0459|12338414|4|533281400 LE|870000322000|035 - SOLDAR PORCA|600|0|2,5|0|
01|0|03|30543|2022-10-06 11:53:16|PR-0426|13956040|2|5042125/5043463|93000041010110|003 - CORTAR BLANK|12000,5|0|7,059|0|
12|0|02|30544|2022-10-06 11:54:49|SP-0469|12343551|4|519002640 LE|870000323903|035 - SOLDAR PORCA|800|0|1,778|0|
01|0|06|28427|2022-09-20 11:41:45|PR-0437|13782279|2|520294020|870000307401|004 - ESTAMPAR CPL. PROGRESSIVA|5000|0|2,971|0|
01|0|03|30545|2022-10-06 11:55:35|PR-0419|13953138|2|5043463|93000041020120|008 - ESTAMPAR EM 04 ESTAGIOS|8273|0|15,015|0|
01|0|01|28432|2022-09-20 11:51:47|PR-0434|13779395|4|533272410|87000032510010|004 - ESTAMPAR CPL. PROGRESSIVA|12000|1967|7,544|0,164|
01|0|04|28546|2022-09-21 09:17:27|PR-0426|13786769|2|94763549|100000041901|004 - ESTAMPAR CPL. PROGRESSIVA|4000|0|2,596|0|
01|0|04|28460|2022-09-20 13:03:47|PR-0129|13779229|2|534864530|87000031710010|004 - ESTAMPAR CPL. PROGRESSIVA|12000|0|5,854|0|
01|0|07|28461|2022-09-20 13:04:37|PR-0437|13779207|2|534864550|87000031700010|004 - ESTAMPAR CPL. PROGRESSIVA|12000|0|5|0|
01|0|02|28462|2022-09-20 13:05:37|PR-0438|13776057|4|463488170|87000031750010|004 - ESTAMPAR CPL. PROGRESSIVA|10094|0|5,735|0|
01|0|06|28466|2022-09-20 13:19:47|PR-0419|13771254|4|A20140004|110000331500|004 - ESTAMPAR CPL. PROGRESSIVA|4658|0|4,658|0|
01|0|04|28600|2022-09-21 14:47:21|PR-0438|13787435|2|26227900|100000054303|004 - ESTAMPAR CPL. PROGRESSIVA|11953|0|6,641|0|
12|0|05|28617|2022-09-21 15:12:51|PR-0427|12181579|4|203084 LD|450000560100|006 - ESTAMPAR EM 02 ESTAGIOS|1050|0|10,5|0|
12|0|05|28617|2022-09-21 15:12:51|PR-0427|12181589|4|203085 LE|450000560400|006 - ESTAMPAR EM 02 ESTAGIOS|1050|0|10,5|0|
01|0|06|28630|2022-09-21 15:53:46|PR-0438|13795068|2|52071248_249|10000003240110|003 - CORTAR BLANK|6000|0|2,614|0|
01|0|07|28631|2022-09-21 15:54:47|PR-0438|13795081|2|52147460_461|10000003240210|003 - CORTAR BLANK|6000|0|2,614|0|
01|0|02|29180|2022-09-26 14:20:00|PR-0432|13847871|4|519454960 LE|87000031430020|009 - ESTAMPAR EM 05 ESTAGIOS|4000|0|11,111|0|
01|0|02|28719|2022-09-22 09:02:57|PR-0186|13803428|4|52120740(1)|100000045302|004 - ESTAMPAR CPL. PROGRESSIVA|8000|0|3,565|0|
01|0|07|28746|2022-09-22 10:37:14|PR-0129|13801571|2|72000438|110000312402|004 - ESTAMPAR CPL. PROGRESSIVA|1685|0|1,915|0|
01|0|01|29109|2022-09-26 09:14:00|PR-0085|13842983|4|98.104.507|100000034207|003 - CORTAR BLANK|25000|2101|8,98|0,084|
01|0|04|28794|2022-09-22 15:16:04|PR-0435|13805112|2|464390A040|51000350240020|008 - ESTAMPAR EM 04 ESTAGIOS|1670|0|5,964|0|
01|0|01|28834|2022-09-23 06:34:22|PR-0435|13811544|4|1STF111H00|160000604700|008 - ESTAMPAR EM 04 ESTAGIOS|4788|0|15,96|0|
01|0|03|28865|2022-09-23 08:58:02|PR-0186|13816663|2|94763865|10000004160110|003 - CORTAR BLANK|9200|0|3,502|0|
01|0|01|29054|2022-09-24 13:30:33|PR-0438|13832317|4|552681910|87000030690110|004 - ESTAMPAR CPL. PROGRESSIVA|15735|15487|0,072|0,984|
01|0|02|29046|2022-09-24 13:02:32|SP-0442|13825626|2|60843T5AA LD|750000350200|035 - SOLDAR PORCA|554|0|3,358|0|
01|0|03|29047|2022-09-24 13:02:43|SP-0442|13825634|2|60943T5AA LE|750000350300|035 - SOLDAR PORCA|554|0|3,358|0|
01|0|11|29082|2022-09-26 07:30:21|PR-0447|13837965|2|A21235601|110000330900|004 - ESTAMPAR CPL. PROGRESSIVA|4500|0|6,429|0|
01|0|01|29181|2022-09-26 14:22:15|PR-0445|13845651|4|519454960 LE|87000031430025|015 - RECORTAR|4000|0|10|0|
01|0|04|29153|2022-09-26 11:45:21|PR-0431|13848756|2|520273070|870000305301|008 - ESTAMPAR EM 04 ESTAGIOS|6103|0|10,898|0|
01|0|02|29264|2022-09-27 07:35:32|PR-0435|13851286|2|1STF111G01|160000606900|007 - ESTAMPAR EM 03 ESTAGIOS|3000|0|7,692|0|
01|0|03|29269|2022-09-27 08:04:46|CELROB-GEM7|13278711|3|26296055|100000060900|055 - MONTAR COMP.E SOLDAR PONTO|200|0|1,504|0|
01|0|01|29251|2022-09-27 06:57:02|SP-0433|13854603|4|52169075 LD|10000006660040|055 - MONTAR COMP.E SOLDAR PONTO|600|658|0|1,097|
01|0|02|29252|2022-09-27 06:58:00|SP-0433|13858030|3|52169078 LE|10000006670010|055 - MONTAR COMP.E SOLDAR PONTO|600|0|15|0|
01|0|02|29272|2022-09-27 08:11:24|RM-0005|13862703|3|26409093|100000063200|037 - MONTAR E SOLDAR MIG|200|0|2,5|0|
01|0|02|29293|2022-09-27 10:00:01|PR-0420|13856501|4|94755345|10000004460020|006 - ESTAMPAR EM 02 ESTAGIOS|2000|0|4,878|0|
01|0|01|29314|2022-09-27 12:19:21|SP-0449|13861632|4|52020259|100000034705|035 - SOLDAR PORCA|1300|0|4,262|0|
